search_space_enz_62,-0.41414141414141414,-0.5757575757575758,-0.7575757575757576,-1.1515151515151516,-1.797979797979798,-0.5353535353535354,-0.48484848484848486,-1.1818181818181819,-0.8686868686868687,-1.606060606060606,-1.595959595959596,-0.5959595959595959,-1.101010101010101,-1.5353535353535352,-1.2424242424242424,-0.2727272727272727,-0.5656565656565656,-1.97979797979798,-1.0606060606060606,-1.3333333333333333
search_space_enz_14,-0.45788336933045354,-0.5637149028077754,-0.6609071274298056,-0.6889848812095032,-1.7602591792656588,-0.4816414686825054,-0.26997840172786175,-1.1922246220302375,-0.9049676025917927,-0.7105831533477321,-0.6997840172786177,-0.31965442764578833,-0.6501079913606912,-1.0518358531317495,-1.1079913606911447,-0.35853131749460043,-0.42116630669546434,-1.7818574514038876,-0.796976241900648,-0.7429805615550756
search_space_enz_8,-0.6096997690531177,-0.8822170900692841,-0.8752886836027713,-0.7829099307159353,-1.3625866050808315,-0.43187066974595845,-0.43648960739030024,-1.5404157043879907,-0.6720554272517321,-1.0531177829099307,-1.0600461893764435,-0.6189376443418014,-0.628175519630485,-1.2748267898383372,-0.9699769053117783,-0.44341801385681295,-0.48498845265588914,-2.046189376443418,-0.9053117782909931,-0.7713625866050808
search_space_enz_32,-0.430406852248394,-1.1563169164882228,-1.7323340471092077,-1.5867237687366167,-2.3961456102783725,-1.1241970021413277,-1.0963597430406853,-1.8094218415417558,-1.640256959314775,-1.1241970021413277,-1.0985010706638116,-1.1670235546038543,-1.3961456102783727,-2.0149892933618845,-2.074946466809422,-0.9293361884368309,-0.9721627408993576,-3.089935760171306,-1.8822269807280514,-0.9486081370449678
search_space_enz_28,-0.3722627737226277,-0.6897810218978102,-1.102189781021898,-1.1386861313868613,-1.8248175182481752,-0.6131386861313869,-0.7481751824817519,-1.562043795620438,-1.1824817518248176,-0.8905109489051095,-0.8795620437956204,-0.781021897810219,-0.9014598540145985,-1.4562043795620438,-1.510948905109489,-0.5620437956204379,-0.7372262773722628,-2.291970802919708,-1.4598540145985401,-0.8102189781021898
search_space_enz_37,-0.3570127504553734,-1.0036429872495447,-1.4499089253187614,-1.3515482695810566,-2.2477231329690346,-0.9744990892531876,-0.9562841530054644,-1.6284153005464481,-1.4116575591985427,-1.0637522768670309,-1.0327868852459017,-1.0710382513661203,-1.2531876138433515,-1.867030965391621,-1.7759562841530054,-0.8105646630236795,-0.819672131147541,-2.843351548269581,-1.6757741347905282,-0.930783242258652
search_space_enz_23,-0.24734982332155478,-0.8975265017667845,-0.9858657243816255,-1.0424028268551238,-1.558303886925795,-0.5159010600706714,-0.5936395759717314,-1.3745583038869258,-1.197879858657244,-1.1943462897526502,-1.0848056537102473,-0.6607773851590106,-0.784452296819788,-1.5441696113074206,-1.1554770318021201,-0.34275618374558303,-0.3745583038869258,-2.1731448763250882,-1.2190812720848057,-0.8904593639575972
search_space_enz_59,-0.3581780538302277,-1.865424430641822,-1.3747412008281574,-2.124223602484472,-1.2836438923395446,-1.4513457556935818,-1.875776397515528,-1.15527950310559,-1.6853002070393375,-0.06418219461697723,-0.2774327122153209,-1.5859213250517599,-0.17184265010351968,-0.13043478260869565,-1.681159420289855,-0.2919254658385093,-0.3188405797101449,-1.7122153209109732,-0.8695652173913043,-0.16770186335403728
search_space_enz_43,-0.42764578833693306,-1.1965442764578833,-1.7408207343412527,-1.6393088552915767,-2.4319654427645787,-1.1511879049676026,-1.123110151187905,-1.8725701943844493,-1.5853131749460043,-1.123110151187905,-1.125269978401728,-1.2311015118790496,-1.4190064794816415,-2.0151187904967602,-2.0669546436285096,-0.9762419006479481,-0.9568034557235421,-3.1684665226781856,-1.9049676025917928,-0.9611231101511879
search_space_enz_44,-0.4267515923566879,-1.0976645435244161,-1.7048832271762209,-1.5605095541401275,-2.3821656050955413,-1.1167728237791932,-1.0870488322717622,-1.8535031847133758,-1.5881104033970277,-1.1252653927813163,-1.1040339702760085,-1.1528662420382165,-1.326963906581741,-1.9957537154989384,-2.0573248407643314,-0.9299363057324841,-0.8980891719745223,-3.021231422505308,-1.8067940552016986,-0.9469214437367304
